번호,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,자료상태,소장처
6602,KM00017762,인터넷 없이도 말짱히 해가 뜨다니,소피 리갈 굴라르 글;이정주 옮김,씨드북,2017,863 굴292ㅇ,2019-01-28,대출가능,도서관
6603,KM00017761,사피엔스,유발 하라리 지음;조현욱 옮김,김영사,2015,909 하292ㅅ,2019-01-28,대출가능,도서관
6604,KM00017760,수미네 반찬,김수미 [외]지음,BM성안당,2018,594.5 김56ㅅ,2019-01-28,대출가능,도서관
6605,KM00017759,12가지 인생의 법칙,조던 B 피터슨 지음;강주헌 옮김,메이븐,2018,199.1 피884ㅇ,2019-01-28,대출가능,도서관
6606,KM00017758,좋은 질문이 좋은 인생을 만든다,모기 겐이치로 지음;박재현 옮김,샘터,2017,325.211 모428ㅈ c.2,2019-01-28,대출가능,도서관
6607,KM00017757,좋은 질문이 좋은 인생을 만든다,모기 겐이치로 지음;박재현 옮김,샘터,2017,325.211 모428ㅈ,2019-01-28,대출가능,도서관
6608,KM00017756,부모 사용 설명서,정지우 글;빡세 그림,위즈덤하우스,2017,332.24 정78ㅂ,2019-01-28,대출가능,도서관
6609,KM00017755,이토록 사소한 말 걸기,글쓰기 동아리 '달위 뒤편' 글·사진;백경화 엮음,단비,2017,818 글57ㅇ c.2,2019-01-28,대출가능,도서관
6610,KM00017754,불량과 모범 사이,문부일 지음,뜨인돌,2015,813.6 문46ㅂ,2019-01-28,대출가능,도서관
6611,KM00017752,"인공지능, 아직 쓰지 않은 이야기",고다마 아키히코 지음;박재현 옮김,샘터,2017,331.5412 고22ㅇ,2019-01-28,대출가능,도서관
6612,KM00017751,브이로그 조작사건,팀 콜린스 지음;김영아 옮김,미래인,2017,843 콜298ㅂ,2019-01-28,대출가능,도서관
6613,KM00017750,위대한 발명가 구텐베르크,제임스 럼포드 글·그림;서남희 옮김,한길사,2018,998.5 구884ㄹ c.2,2019-01-28,대출가능,도서관
6614,KM00017749,위대한 발명가 구텐베르크,제임스 럼포드 글·그림;서남희 옮김,한길사,2018,998.5 구884ㄹ,2019-01-28,대출가능,도서관
6615,KM00017748,닌자 걸스,김혜정 [지음],비룡소,2009,813.6 김94ㄴ c.5,2019-01-28,대출가능,도서관
6616,KM00017747,다산의 마지막 공부,조윤제 지음,청림,2018,151.581 조66ㄷ,2019-01-28,대출가능,도서관
6617,KM00017746,닌자 걸스,김혜정 [지음],비룡소,2009,813.6 김94ㄴ c.4,2019-01-28,대출가능,도서관
6618,KM00017745,닌자 걸스,김혜정 [지음],비룡소,2009,813.6 김94ㄴ c.3,2019-01-28,대출가능,도서관
6619,KM00017744,닌자 걸스,김혜정 [지음],비룡소,2009,813.6 김94ㄴ c.2,2019-01-28,대출가능,도서관
6620,KM00017743,왜 인공지능이 문제일까?,조성배 지음,반니,2017,004.7 조54ㅇ c.2,2019-01-28,대출가능,도서관
6621,KM00017742,왜 인공지능이 문제일까?,조성배 지음,반니,2017,004.7 조54ㅇ,2019-01-28,대출가능,도서관
6622,KM00017741,사랑하는 기생충,미아키 스가루 지음,nePop(노블엔진팝),2018,833.6 미62ㅅ,2019-01-28,대출가능,도서관
6623,KM00017739,오후도 서점 이야기,무라야마 사키 지음;류순미 옮김,클,2018,833.6 무292ㅇ,2019-01-28,대출가능,도서관
6624,KM00017738,나는 나로 살기로 했다,김수현 글·그림,마음의숲,2016,818 김56ㄴ c.2,2019-01-28,대출가능,도서관
6625,KM00017737,우리들의 위험한 아르바이트. 2,소다 오사무 지음;햇살과나무꾼 옮김,양철북,2014,833.6 소22ㅇ v.2 c.2,2019-01-28,대출가능,도서관
6626,KM00017736,우리들의 위험한 아르바이트. 2,소다 오사무 지음;햇살과나무꾼 옮김,양철북,2014,833.6 소22ㅇ v.2,2019-01-28,대출가능,도서관
6627,KM00017735,내게 무해한 사람,최은영 지음,문학동네,2018,813.6 최67ㄴ,2019-01-28,대출가능,도서관
6628,KM00017734,관계를 읽는 시간,문요한 지음,더퀘스트,2018,189.2 문65ㄱ,2019-01-28,대출가능,도서관
6629,KM00017733,여우가 되어라,에리카 베너 지음; 이영기 옮김,책읽는 수요일,2018,340.2 베194ㅇ,2019-01-28,대출가능,도서관
6630,KM00017732,역사의 역사,유시민 지음,돌베개,2018,901 유521역,2019-01-28,대출가능,도서관
6631,KM00017731,네이티브 영어표현력 사전,이창수 지음,다락원,2018,747.5 이82ㄴ,2019-01-28,대출가능,도서관
6632,KM00017730,꽃을 보듯 너를 본다,나태주 지음,지혜,2015,811.6 나883ㄲ,2019-01-28,대출가능,도서관
6633,KM00017729,컬러의 말,카시아 세인트클레어 지음;이용재 옮김,윌북,2018,651.04 세295ㅋ,2019-01-28,대출가능,도서관
6634,KM00017728,걷는 사람 하정우,하정우 글·사진,문학동네,2018,818 하74ㄱ,2019-01-28,대출가능,도서관
6635,KM00017727,쾌락독서,문유석 지음,문학동네,2018,029 문66ㅋ,2019-01-28,대출가능,도서관
6636,KM00017726,쇼코의 미소,최은영 지음,문학동네,2018,813.6 최67ㅅ,2019-01-28,대출가능,도서관
6637,KM00017725,(새로 쓰는)겹말 꾸러미 사전,최종규 글,철수와영희,2017,714.503 최75ㄱ,2019-01-28,대출가능,도서관
6638,KM00017724,이토록 사소한 말 걸기,글쓰기 동아리 '달위 뒤편' 글·사진;백경화 엮음,단비,2017,818 글57ㅇ,2019-01-28,대출가능,도서관
6639,KM00017723,벽란도의 새끼 호랑이,박정애 지음,단비,2017,813.6 박587ㅂ,2019-01-28,대출가능,도서관
6640,KM00017722,세 개의 시간,윤여경 외 지음,사계절,2017,813.6 윤64ㅅ,2019-01-28,대출가능,도서관
6641,KM00017721,펭귄도 사실은 롱다리다!,이지유 지음,웃는돌고래(이후),2017,491.51 이89ㅍ c.2,2019-01-28,대출가능,도서관
6642,KM00017720,아름다운 반역자들,조이 크리스데일 글;손성화 옮김,봄볕,2017,998.3 크298ㅇ,2019-01-28,대출가능,도서관
6643,KM00017718,(엎치락뒤치락)세계 경제 이야기,석혜원 지음;어진선 그림,풀빛,2017,320 석94ㅅ,2019-01-28,대출가능,도서관
6644,KM00017717,빛나,J. M. G. 르 클레지오 지음;송기정 옮김,서울셀렉션,2018,863 클595ㅂ,2019-01-28,대출가능,도서관
6645,KM00017716,장량,이양호 지음;리강 그림,평사리,2015,912.03 이459ㅈ c.2,2019-01-28,대출가능,도서관
6646,KM00017715,장량,이양호 지음;리강 그림,평사리,2015,912.03 이459ㅈ,2019-01-28,대출가능,도서관
6647,KM00017714,"장자, 아파트 경비원이 되다",김경윤 지음,사계절,2017,152 김14ㅈ c.2,2019-01-28,대출가능,도서관
6648,KM00017713,"장자, 아파트 경비원이 되다",김경윤 지음,사계절,2017,152 김14ㅈ,2019-01-28,대출가능,도서관
6649,KM00017712,분홍 손가락,김경해 지음,자음과모음,2017,813.6 김14ㅂ,2019-01-28,대출가능,도서관
6650,KM00017711,(사회 선생님이 들려주는)공정무역 이야기,전국사회교사모임 지음,살림Friends,2017,326 전16ㄱ,2019-01-28,분실,도서관
6651,KM00017710,사람은 왜 아플까,신근영 지음,낮은산,2017,470 신17ㅅ,2019-01-18,대출가능,도서관
6652,KM00017709,빨강의 문화사,스파이크 버클로 지음;이영기 옮김,컬처룩,2017,331.5 버877ㅃ c.2,2019-01-18,대출가능,도서관
6653,KM00017708,성스러운 17세,이경화 지음,르네상스,2016,813.6 이14ㅅ,2019-01-18,대출가능,도서관
6654,KM00017706,"오늘부터 제대로, 금융 공부",권오상 지음,창비,2018,327.04 권622오 c.2,2019-01-18,대출가능,도서관
6655,KM00017705,"오늘부터 제대로, 금융 공부",권오상 지음,창비,2018,327.04 권622오,2019-01-18,대출가능,도서관
6656,KM00017704,"열일곱, 내 길을 간다",최관의 글,보리,2017,818 최15ㅇ,2019-01-18,대출가능,도서관
6657,KM00017703,"(법칙, 원리, 공식을 쉽게 정리한)수학 사전",와쿠이 요시유키 지음;김정환 옮김,그린북,2017,410 와876ㅅ,2019-01-18,대출가능,도서관
6658,KM00017702,"(법칙, 원리, 공식을 쉽게 정리한)물리·화학 사전",와쿠이 사다미 지음;조민정 옮김,그린북,2017,400 와876ㅁ,2019-01-18,대출가능,도서관
6659,KM00017701,"세계화, 무엇이 문제일까?",최배근 지음,동아엠앤비,2017,304 최43ㅅ,2019-01-18,대출가능,도서관
6660,KM00017699,유레카의 순간들,김형근 지음,살림friends,2017,409 김94ㅇ,2019-01-18,대출가능,도서관
6661,KM00017698,이야기 한국지리,최재희,살림출판사,2016,981 최882ㅇ c.3,2019-01-18,대출가능,도서관
6662,KM00017697,이야기 한국지리,최재희,살림출판사,2016,981 최882ㅇ c.2,2019-01-18,대출가능,도서관
6663,KM00017696,발견이 전부다,권덕형 지음,샘터,2018,325.7 권33ㅂ,2019-01-18,대출가능,도서관
6664,KM00017695,체 게바라와 여행하는 법,신승철;이윤경 [공]지음,사계절,2017,104 신57ㅊ c.2,2019-01-18,대출가능,도서관
6665,KM00017694,체 게바라와 여행하는 법,신승철;이윤경 [공]지음,사계절,2017,104 신57ㅊ,2019-01-18,대출가능,도서관
6666,KM00017693,생각의 주인은 나,오승현 글;안병현 그림,풀빛,2018,334 오57ㅅ,2019-01-18,대출가능,도서관
6667,KM00017691,"지구 멸망, 작은 것들의 역습","김경태,김추령 [공]지음",단비,2017,404 김14ㅈ,2019-01-18,대출가능,도서관
6668,KM00017690,한자 암기의 기술,신영선 글;정인영 그림,신도시,2018,711.47 신64ㅎ,2019-01-18,대출가능,도서관
6669,KM00017689,오렌지 마말레이드. 8: 축제,석우 글·그림,세미콜론,2015,G 810 석66ㅇ v.8,2018-12-28,대출가능,도서관
6670,KM00017688,오렌지 마말레이드. 7: 전야제,석우 글·그림,세미콜론,2015,G 810 석66ㅇ v.7,2018-12-28,대출가능,도서관
6671,KM00017687,오렌지 마말레이드. 6: 불협화음,석우 글·그림,세미콜론,2015,G 810 석66ㅇ v.6,2018-12-28,대출가능,도서관
6672,KM00017686,오렌지 마말레이드. 5: 나와 함께,석우 글·그림,세미콜론,2014,G 810 석66ㅇ v.5,2018-12-28,대출가능,도서관
6673,KM00017685,오렌지 마말레이드. 4: 충돌,석우 글·그림,세미콜론,2014,G 810 석66ㅇ v.4,2018-12-28,대출가능,도서관
6674,KM00017684,오렌지 마말레이드. 3: 날지 못하는 새,석우 글·그림,세미콜론,2013,G 810 석66ㅇ v.3,2018-12-28,대출가능,도서관
6675,KM00017683,오렌지 마말레이드. 2: 외출,석우 글·그림,세미콜론,2013,G 810 석66ㅇ v.2,2018-12-28,대출가능,도서관
6676,KM00017682,오렌지 마말레이드. 1: 만남,석우 글·그림,세미콜론,2013,G 810 석66ㅇ v.1,2018-12-28,대출가능,도서관
6677,KM00017681,일하는 세포. 5,시미즈 아카네;서현아 역,학산문화사,2018,G 830 시38ㅇ v.5,2018-12-28,대출가능,도서관
6678,KM00017680,일하는 세포. 4,시미즈 아카네 지음,학산문화사,2017,G 830 시38ㅇ v.4,2018-12-28,대출가능,도서관
6679,KM00017679,일하는 세포. 3,스미즈 아카네;서현아 역,학산문화사,2016,G 830 스38ㅇ v.3,2018-12-28,대출가능,도서관
6680,KM00017678,일하는 세포. 2,스미즈 아카네;서현아 역,학산문화사,2016,G 830 스38ㅇ v.2,2018-12-28,대출가능,도서관
6681,KM00017677,일하는 세포. 1,스미즈 아카네; 서현아 역,대원씨아이,2016,G 830 스38ㅇ v.1,2018-12-28,대출가능,도서관
6682,KM00017674,브루투스의 심장,히가시노 게이고 지음 ; 민경욱 옮김,알에이치코리아,2018,833.6 히12ㅂ,2018-12-28,대출가능,도서관
6683,KM00017673,당신이 몰랐던 식품의 비밀 33가지,최낙언 지음,경향미디어,2012,594.1 최192ㄷ,2018-12-28,대출가능,도서관
6684,KM00017672,여자들은 모르는 남자들의 심리,이성현 지음;차상미 그림,21세기북스,2018,182.232 이54ㅇ,2018-12-28,대출가능,도서관
6685,KM00017671,해바라기가 피지않는 여름,미치오 슈스케 지음;김윤수 옮김,들녁,2014,833.6 미86ㅎ,2018-12-28,대출가능,도서관
6686,KM00017670,죽고 싶지만 떡볶이는 먹고 싶어,백세희 지음,흔,2018,818 백54ㅈ,2018-12-28,대출가능,도서관
6687,KM00017669,베어타운,프레드릭 배크만 지음;이은선 옮김,다산책방(다산북스),2018,859.7 배936베,2018-12-28,대출가능,도서관
6688,KM00017668,거울 속 외딴 성,츠지무라미즈키 지음;서혜영 옮김,알에이치코리아,2018,833.6 츠78ㄱ,2018-12-28,대출가능,도서관
6689,KM00017667,매스커레이드 호텔,히가시노 게이고;양윤옥,현대문학,2012,833.6 히12ㅁ,2018-12-28,대출가능,도서관
6690,KM00017666,매스커레이드 나이트,히가시노 게이고 지음;양윤옥 옮김,현대문학,2018,833.6 히12ㅁ,2018-12-28,대출가능,도서관
6691,KM00017665,매스커레이드 이브,히가시노 게이고 지음;양윤옥 옮김,현대문학,2015,833.6 히12ㅁ,2018-12-28,대출가능,도서관
6692,KM00017664,사악한 여왕,세레나 발렌티노 지음;주정자 옮김,라곰,2018,843 발294ㅅ,2018-12-28,대출가능,도서관
6693,KM00017663,저주받은 야수,세레나 발렌티노 지음 ; 석가원 옮김,라곰,2018,843 발294ㅈ,2018-12-28,대출가능,도서관
6694,KM00017662,버림받은 마녀,세레나 발렌티노 지음;김지혜 옮김,라곰,2018,843 발294ㅂ,2018-12-28,대출가능,도서관
6695,KM00017661,살인 카드 게임,제임스 패터슨 지음;조은아 옮김,북플라자,2018,843 패884ㅅ,2018-12-28,대출가능,도서관
6696,KM00017660,밀실살인 게임 마니악스,우타 노쇼고 지음; 김은모 옮김,한스미디어,2012,"833,6 우882ㅁ",2018-12-28,대출가능,도서관
6697,KM00017659,당신의 별이 사라지던 밤,서미애 지음,엘릭시르,2018,813.6 서38ㄷ,2018-12-28,대출가능,도서관
6698,KM00017658,비행운,김애란 지음,문학과지성사,2012,813.6 김63ㅂ,2018-12-28,대출가능,도서관
6699,KM00017657,회사에서 꼭 필요한 최소한의 수학,후카사와신타로 지음,비전코리아,2015,410 후872ㅎ c.2,2018-12-28,대출가능,도서관
6700,KM00017656,회사에서 꼭 필요한 최소한의 수학,후카사와신타로 지음,비전코리아,2015,410 후872ㅎ,2018-12-28,대출가능,도서관
6701,KM00017655,돈 까밀로의 사계,조반니노 과레스키 지음; 주효숙 옮김,서교출판사,2014,883 과294ㄷ,2018-12-28,대출가능,도서관
6702,KM00017653,자동차 에코 기술 교과서,다카네 히데유키 지음;김정환 옮김,보누스,2018,556.1 다872ㅈ,2018-12-28,대출가능,도서관
6703,KM00017652,자동차 구조 교과서,아오야마 모토오 지음;김정환 옮김,보누스,2015,556.1 아65ㅈ,2018-12-28,대출가능,도서관
6704,KM00017651,(인간이 만든)위대한 속임수 식품 첨가물. 2: 실태편,아베쓰카사 지음 ;정만철 옮김,국일미디어,2016,574.06 아44ㅇ v.2,2018-12-28,대출가능,도서관
6705,KM00017650,한 아이. 2: The Tiger's Child,토리 헤이든;이수정,아름드리 미디어,2008,338.5 헤68ㅎ v.2,2018-12-28,대출가능,도서관
6706,KM00017649,한아이. 1,토리 헤이든 지음; 이희재 옮김,아름드리 미디어,2008,338.5 헤68ㅎ v.1,2018-12-28,대출가능,도서관
6707,KM00017648,내가 정말 알아야 할 모든 것은 유치원에서 배웠다,로버트 풀검 지음;공경희 옮김,RHK(알에이치코리아),2018,844 풀14ㄴ,2018-12-28,대출가능,도서관
6708,KM00017647,친일문학론,임종국 지음,민족문제연구소,2013,810.906 임75ㅊ,2018-12-28,대출가능,도서관
6709,KM00017646,황금방울새. 2,도나 타트 지음;허진 옮김,은행나무,2015,843 타887ㅎ v.2,2018-12-28,대출가능,도서관
6710,KM00017645,황금방울새. 1,도나 타트 지음;허진 옮김,은행나무,2015,843 타887ㅎ v.1 c.2,2018-12-28,대출가능,도서관
6711,KM00017644,열두 발자국,정재승 지음,어크로스,2018,404 정73ㅇ,2018-12-28,대출가능,도서관
6712,KM00017642,김 비서가 왜 그럴까. 2,정경윤 지음,가하,2018,813.6 정14ㄱ v.2,2018-12-28,대출가능,도서관
6713,KM00017641,김 비서가 왜 그럴까. 1,정경윤 지음,가하,2018,813.6 정14ㄱ v.1,2018-12-28,대출가능,도서관
6714,KM00017640,사서함 110호의 우편물,이도우 지음,시공사,2016,813.6 이25ㅅ,2018-12-28,대출가능,도서관
6715,KM00017639,"바다, 소녀, 혹은 키스",최상희 지음,사계절,2017,813.6 최52ㅂ,2018-12-28,대출가능,도서관
6716,KM00017638,"안녕, 간호사",류민지,랄라북스,2018,512.804 류38ㅇ,2018-12-28,대출가능,도서관
6717,KM00017637,뼈 있는 아무 말 대잔치,신영준;고영성 [공]지음,로크미디어,2018,818 신64ㅃ,2018-12-28,대출가능,도서관
6718,KM00017636,(사회초년생을 위한)재테크 첫걸음,성동규 지음,북스토리,2015,327.04 성25ㅈ,2018-12-28,대출가능,도서관
